EnsemblID,log2FoldChange,padj,Gene.name
ENSG00000066427.16,0.1749755967,0.5176344473,ATXN3
ENSG00000175550.3,0.1666573046,0.5180925839,DRAP1
ENSG00000149136.3,-0.1012913429,0.5180925839,SSRP1
ENSG00000244687.7,-0.2190662174,0.518101558,UBE2V1
ENSG00000183340.5,-0.1489867141,0.5187963154,JRKL
ENSG00000196453.7,-0.1600623298,0.518830895,ZNF777
ENSG00000146828.13,0.1354731168,0.518830895,SLC12A9
ENSG00000132837.10,0.3055831709,0.5188580331,DMGDH
ENSG00000100714.9,0.1290142964,0.5195575633,MTHFD1
ENSG00000105173.9,0.3068037208,0.5197324327,CCNE1
ENSG00000171863.8,0.1668578041,0.5197324327,RPS7
ENSG00000156521.9,-0.1546022577,0.5197324327,TYSND1
ENSG00000198825.7,-0.1322312294,0.5197324327,INPP5F
ENSG00000089335.16,-0.1304614979,0.5197324327,ZNF302
ENSG00000167986.9,-0.1073437262,0.5197324327,DDB1
ENSG00000265185.1,-0.3071232907,0.5198322975,SNORD3B-1
ENSG00000198754.5,-0.2987633113,0.5198961548,OXCT2
ENSG00000128951.8,0.1328543549,0.5198961548,DUT
ENSG00000135047.10,0.1025311841,0.5198961548,CTSL1
ENSG00000161328.10,-0.2283385891,0.5199156912,LRRC56
ENSG00000127688.3,0.2818968685,0.5200730567,GAN
ENSG00000111490.8,0.304418345,0.5201437982,TBC1D30
ENSG00000230568.1,-0.2761366469,0.5201437982,SF3A3P1
ENSG00000154620.5,0.3014688059,0.520191092,TMSB4Y
ENSG00000147654.10,0.1152087046,0.520191092,EBAG9
ENSG00000232956.3,0.1879307523,0.5202755966,SNHG15
ENSG00000258655.1,-0.1625413082,0.5202755966,ARHGAP5-AS1
ENSG00000082258.8,-0.1463610131,0.5202755966,CCNT2
ENSG00000038274.11,0.1058459875,0.5202755966,MAT2B
ENSG00000132688.10,0.3129050532,0.5204247028,NES
ENSG00000002919.10,0.1947451209,0.5204829023,SNX11
ENSG00000144199.7,-0.1340216368,0.520679269,FAHD2B
ENSG00000228203.1,0.3104948587,0.520694707,RNF144A-AS1
ENSG00000198231.7,-0.1286941773,0.5211039196,DDX42
ENSG00000227543.3,-0.2765480291,0.5213364646,SPAG5-AS1
ENSG00000004864.9,-0.131693309,0.5213364646,SLC25A13
ENSG00000090686.11,-0.1145388197,0.5213743257,USP48
ENSG00000253525.1,-0.2182191595,0.5214610178,CTD-2114J12.1
ENSG00000120784.11,0.2143408461,0.5214610178,ZFP30
ENSG00000142794.13,-0.158311814,0.5214610178,NBPF3
ENSG00000254004.2,0.1511365866,0.5214610178,ZNF260
ENSG00000111231.3,0.129633155,0.5214610178,GPN3
ENSG00000036549.8,0.117546672,0.5214610178,ZZZ3
ENSG00000160685.9,0.1163645468,0.5214610178,ZBTB7B
ENSG00000148730.6,-0.1101403067,0.5214610178,EIF4EBP2
ENSG00000112339.10,0.1447188082,0.5215149021,HBS1L
ENSG00000187634.6,-0.1974459356,0.5215505374,SAMD11
ENSG00000229419.1,-0.2079424372,0.5218050354,RALGAPA1P
ENSG00000081014.6,0.1719727319,0.5221809047,AP4E1
ENSG00000119669.3,0.1385790373,0.5227753469,IRF2BPL
ENSG00000065970.4,-0.1260663605,0.52283054,FOXJ2
ENSG00000038382.13,0.1537078571,0.5228462153,TRIO
ENSG00000258741.1,-0.2856771945,0.5230670482,RP11-386M24.4
ENSG00000236937.2,-0.2736081563,0.5230670482,PTGES3P4
ENSG00000126561.11,-0.1297049182,0.5230670482,STAT5A
ENSG00000077463.10,-0.1990159177,0.5232454714,SIRT6
ENSG00000108883.8,-0.1157424731,0.5232454714,EFTUD2
ENSG00000204150.7,-0.3068677451,0.5232475169,CTGLF11P
ENSG00000151694.8,0.1467130016,0.5232475169,ADAM17
ENSG00000157353.12,-0.1773286525,0.523475997,FUK
ENSG00000185627.13,0.1234562746,0.523475997,PSMD13
ENSG00000163703.13,-0.1904046181,0.5237132999,CRELD1
ENSG00000164896.15,-0.1524072268,0.5237974013,FASTK
ENSG00000214389.2,0.1050923709,0.5237974013,RPS3AP26
ENSG00000204923.2,-0.2820438531,0.5241442265,FBXO48
ENSG00000255277.2,-0.2994597072,0.5241615297,ABCC6P2
ENSG00000119333.7,0.140351364,0.5241615297,WDR34
ENSG00000087301.4,0.136184087,0.5243171128,TXNDC16
ENSG00000226864.1,-0.2784462765,0.5243798529,RP11-500G22.2
ENSG00000167700.4,-0.2079608889,0.5243798529,MFSD3
ENSG00000125447.12,-0.1593563106,0.524633911,GGA3
ENSG00000237580.1,-0.2304950318,0.5246933727,GCSHP3
ENSG00000196735.7,0.3171279528,0.5247495457,HLA-DQA1
ENSG00000112584.8,-0.1304793579,0.5248083102,FAM120B
ENSG00000155111.10,0.1429622147,0.524823511,CDK19
ENSG00000196505.5,0.2044306458,0.5250395423,GDAP2
ENSG00000140406.2,0.1801871085,0.5250782157,MESDC1
ENSG00000131016.12,0.251794167,0.5250834821,AKAP12
ENSG00000260948.1,-0.2470209916,0.5252832466,RP11-552M11.8
ENSG00000241429.1,0.2274478194,0.5254391499,EEF1A1P25
ENSG00000158195.6,-0.1082755323,0.525443454,WASF2
ENSG00000167941.2,-0.2950422307,0.5255074856,SOST
ENSG00000162999.8,-0.2006174368,0.5255074856,DUSP19
ENSG00000099256.14,0.1801806033,0.5255074856,PRTFDC1
ENSG00000116132.7,-0.101224168,0.5255209152,PRRX1
ENSG00000239455.1,-0.3115680269,0.525539881,RP11-561O4.1
ENSG00000125650.4,-0.26301908,0.525539881,PSPN
ENSG00000078668.9,0.1337253057,0.5256812132,VDAC3
ENSG00000182504.6,0.1330125232,0.5256812132,CEP97
ENSG00000101972.14,0.1377541099,0.5257137137,STAG2
ENSG00000166681.9,-0.1337960792,0.5257173974,NGFRAP1
ENSG00000170667.9,0.2176331784,0.5258479857,RASA4B
ENSG00000269928.1,-0.2777237953,0.5260853893,RP11-849F2.8
ENSG00000163909.6,0.3127582772,0.5261078801,HEYL
ENSG00000110713.11,-0.1436514156,0.5261078801,NUP98
ENSG00000207389.1,-0.3145283194,0.5261966263,RNU1-4
ENSG00000139574.6,-0.3089321925,0.5262827233,NPFF
ENSG00000182612.6,-0.2382978301,0.5262827233,TSPAN10
ENSG00000134109.6,0.1377663896,0.5262827233,EDEM1
ENSG00000225217.1,-0.3136047485,0.5264615305,HSPA7
ENSG00000261105.1,0.2914779734,0.5266074486,RP11-173B14.5
ENSG00000108733.5,-0.1428716492,0.5266280769,PEX12
ENSG00000068885.10,0.1371676936,0.5267326737,IFT80
ENSG00000167264.13,0.2513544088,0.5268013603,DUS2L
ENSG00000165868.8,0.2184948093,0.5268013603,HSPA12A
ENSG00000121542.7,0.1509195585,0.5268013603,SEC22A
ENSG00000141720.7,-0.1090097256,0.5268171156,PIP4K2B
ENSG00000106484.9,-0.3160247656,0.5269684602,MEST
ENSG00000123908.7,0.2498629282,0.5269684602,EIF2C2
ENSG00000147912.8,-0.2281557383,0.5269684602,FBXO10
ENSG00000137720.3,-0.132545271,0.5269684602,C11orf1
ENSG00000074603.14,0.1142443941,0.5269684602,DPP8
ENSG00000013288.4,-0.1391318791,0.5270639377,MAN2B2
ENSG00000264207.1,-0.2872452388,0.5278530066,RP11-196G18.23
ENSG00000142784.11,-0.122188526,0.5278530066,WDTC1
ENSG00000145423.4,0.3027096876,0.5280528779,SFRP2
ENSG00000130035.2,0.2485509852,0.528111534,GALNT8
ENSG00000197959.9,-0.2309206696,0.528111534,DNM3
ENSG00000095321.12,0.1523666543,0.528111534,CRAT
ENSG00000104213.8,-0.1174530643,0.528111534,PDGFRL
ENSG00000149591.12,-0.2565835982,0.5281281492,TAGLN
ENSG00000188002.6,-0.2221694318,0.5284649098,RP11-43F13.1
ENSG00000171466.5,0.1874340827,0.5284649098,ZNF562
ENSG00000146457.10,0.0989299205,0.5284649098,WTAP
ENSG00000101294.12,0.1165233694,0.5289481984,HM13
ENSG00000108344.10,-0.1050518773,0.5290317658,PSMD3
ENSG00000053371.8,0.14685271,0.5291306859,AKR7A2
ENSG00000235081.1,-0.3027475815,0.5292953146,AC010492.2
ENSG00000132938.14,0.3151905012,0.529385648,MTUS2
ENSG00000235459.4,-0.3130983294,0.529385648,RPS26P31
ENSG00000267127.1,-0.300321686,0.529385648,RP11-795F19.5
ENSG00000254332.1,0.2184993418,0.529385648,GS1-44D20.1
ENSG00000110756.13,0.1661293549,0.529385648,HPS5
ENSG00000153015.11,0.1442028587,0.529385648,CWC27
ENSG00000224578.3,-0.1278563407,0.529385648,CTD-2119F7.2
ENSG00000106682.10,0.1036954134,0.529385648,EIF4H
ENSG00000163755.4,0.1410283616,0.5294470301,HPS3
ENSG00000168275.10,0.2163964478,0.5294716244,COA6
ENSG00000219626.4,-0.1635086867,0.5294929358,FAM228B
ENSG00000255052.3,-0.3057095558,0.5296784753,FAM66D
ENSG00000178031.11,0.2811032357,0.5296784753,ADAMTSL1
ENSGR0000169093.10,0.2326115855,0.5296784753,ASMTL
ENSG00000180881.15,-0.2105476942,0.5296784753,CAPS2
ENSG00000062370.12,-0.2101396283,0.5296784753,ZNF112
ENSG00000119596.12,-0.1571773442,0.5296784753,YLPM1
ENSG00000181227.2,-0.2501351089,0.5297946812,RP4-682C21.2
ENSG00000228285.2,-0.2886291948,0.5298292709,LYPLA2P1
ENSG00000147996.11,-0.2119456922,0.5298292709,CBWD5
ENSG00000118655.4,0.1699486397,0.5298292709,DCLRE1B
ENSG00000006015.13,-0.1670965135,0.5298292709,C19orf60
ENSG00000231184.2,-0.2936623511,0.5300295585,FAM58DP
ENSG00000116754.9,-0.1357249729,0.5300295585,SRSF11
ENSG00000133773.7,0.1682436129,0.530080131,CCDC59
ENSG00000141384.7,0.1727700702,0.5302980339,TAF4B
ENSG00000103363.10,0.158337102,0.5304061668,TCEB2
ENSG00000163251.3,-0.2564240793,0.5305176144,FZD5
ENSG00000121274.8,0.1444465391,0.5305654634,PAPD5
ENSG00000218227.3,-0.3030555333,0.5306128725,RP11-889L3.1
ENSG00000120837.3,-0.1247143912,0.5306128725,NFYB
ENSG00000165802.15,0.1969975706,0.5307706056,NSMF
ENSG00000141101.8,-0.1164146714,0.5307706056,NOB1
ENSG00000109775.6,0.1084909038,0.5307706056,UFSP2
ENSG00000260625.1,-0.2794143362,0.530902435,RP11-452L6.7
ENSG00000147854.12,0.1540824719,0.531238243,UHRF2
ENSG00000099949.14,-0.1336073989,0.5312944214,LZTR1
ENSG00000147655.6,0.2357203013,0.5313393149,RSPO2
ENSG00000268032.2,-0.2259667738,0.5313393149,CTB-52I2.4
ENSG00000231205.7,0.2157604849,0.5313393149,ZNF826P
ENSG00000167779.3,0.189008182,0.5313393149,IGFBP6
ENSG00000166025.13,-0.1629640435,0.5316315662,AMOTL1
ENSG00000130741.5,0.0948878468,0.5316315662,EIF2S3
ENSG00000184378.2,0.2100512024,0.5316482974,ACTRT3
ENSG00000179151.7,-0.1099469009,0.5316482974,EDC3
ENSG00000162458.8,0.2691641369,0.531914519,FBLIM1
ENSG00000091483.6,0.1450353336,0.531914519,FH
ENSG00000162576.11,0.1773775961,0.531922772,MXRA8
ENSG00000175826.7,0.1409706451,0.531922772,CTDNEP1
ENSG00000050030.8,-0.2992355662,0.5324920062,KIAA2022
ENSG00000169760.13,-0.2793781168,0.5325375356,NLGN1
ENSG00000180229.8,-0.2297076354,0.5325375356,HERC2P3
ENSG00000171130.12,0.217409053,0.5328402957,ATP6V0E2
ENSG00000170390.10,-0.2871500959,0.5329020783,DCLK2
ENSG00000228791.2,-0.2746262994,0.53317696,THRB-AS1
ENSG00000258057.1,-0.2520639501,0.53317696,BCDIN3D-AS1
ENSG00000137500.5,0.12939772,0.5333012585,CCDC90B
ENSG00000088035.10,0.193488857,0.5333698889,ALG6
ENSG00000124574.10,0.1636304634,0.5333698889,ABCC10
ENSG00000132563.11,-0.1617130565,0.5333698889,REEP2
ENSG00000109911.13,0.1483675797,0.5333698889,ELP4
ENSG00000186193.7,0.3038164693,0.5338550333,SAPCD2
ENSG00000067064.6,0.1676415833,0.5340654115,IDI1
ENSG00000240225.5,0.1525436948,0.5340654115,ZNF542
ENSG00000168872.11,-0.122592624,0.5343085233,DDX19A
ENSG00000171456.12,-0.1476798206,0.5343326409,ASXL1
ENSG00000123684.8,0.140148845,0.5343478143,LPGAT1
ENSG00000155846.12,0.3047358437,0.5343954847,PPARGC1B
ENSG00000255874.1,0.2436549895,0.534996221,LINC00346
ENSG00000109158.6,-0.1952491365,0.534996221,GABRA4
ENSG00000116133.7,0.186028246,0.534996221,DHCR24
ENSG00000167113.5,-0.1540963177,0.534996221,COQ4
ENSG00000226982.4,-0.2577629148,0.5351435847,CENPC1P1
ENSG00000184863.6,-0.1360797119,0.5351653587,RBM33
ENSG00000164733.16,0.1181754963,0.5352424909,CTSB
ENSG00000269242.1,0.2120508831,0.5359051671,CTD-2192J16.22
ENSG00000225695.1,-0.311476362,0.5366541431,AC007272.2
ENSG00000169084.8,0.2314177906,0.5367561218,DHRSX
ENSG00000197498.7,0.1480360515,0.5370955734,RPF2
ENSG00000102174.7,0.3078538156,0.537142895,PHEX
ENSG00000187624.7,-0.2155187711,0.5372861768,C17orf97
ENSG00000197744.5,-0.1731395881,0.5374005958,PTMAP2
ENSG00000167491.11,-0.1380503989,0.5374005958,GATAD2A
ENSG00000124767.6,0.1304989959,0.5374005958,GLO1
ENSG00000104043.10,-0.2717072747,0.5376998116,ATP8B4
ENSG00000152443.8,0.1780160703,0.5376998116,ZNF776
ENSG00000248593.3,0.1895677774,0.5380310812,DSTNP2
ENSG00000145348.11,-0.1609878345,0.5381026318,TBCK
ENSG00000122861.10,0.2786388563,0.5381117947,PLAU
ENSG00000174599.4,0.216265348,0.5381117947,TRAM1L1
ENSG00000134697.7,0.1220901194,0.5381933124,GNL2
ENSG00000242193.4,0.1248946483,0.5383127676,RP11-568K15.1
ENSG00000131844.11,-0.1127913096,0.5383127676,MCCC2
ENSG00000114859.10,-0.2407863107,0.5384516008,CLCN2
ENSG00000111671.5,-0.2112081018,0.5384516008,SPSB2
ENSG00000226783.1,-0.3095826155,0.538461363,TLK1P1
ENSG00000135775.8,0.1276367021,0.538461363,COG2
ENSG00000147679.7,0.138108262,0.5384646417,UTP23
ENSG00000196932.7,-0.2211180223,0.5384854025,TMEM26
ENSG00000167925.11,-0.1077732298,0.5384937603,GHDC
ENSG00000128052.8,0.2903912181,0.5385683135,KDR
ENSG00000259865.1,0.2738538461,0.5387398712,RP11-488L18.10
ENSG00000257497.1,-0.2834825266,0.5387530795,RP11-585P4.5
ENSG00000167196.9,0.1264727975,0.5387570519,FBXO22
ENSG00000172890.5,0.126504835,0.5390380979,NADSYN1
ENSG00000143319.11,-0.1137868226,0.5392126853,ISG20L2
ENSG00000254221.1,-0.2793937215,0.539435394,PCDHGB1
ENSG00000117519.11,-0.0956144596,0.5396463562,CNN3
ENSG00000136271.6,-0.1272720284,0.5398986639,DDX56
ENSG00000110042.3,-0.2798812077,0.5399961669,DTX4
ENSG00000092871.12,0.1511134459,0.5399961669,RFFL
ENSG00000079332.8,0.1029997368,0.5399961669,SAR1A
ENSG00000101160.9,0.1540686817,0.5400275296,CTSZ
ENSG00000213222.3,-0.2812360236,0.5403620368,AC093724.2
ENSG00000225419.1,0.3016161971,0.5405194637,RPL21P3
ENSG00000111328.2,0.1222429426,0.5405194637,CDK2AP1
ENSG00000163964.9,0.1436362696,0.5405676595,PIGX
ENSG00000033327.8,0.2200740557,0.5406651295,GAB2
ENSG00000204344.9,-0.1410806476,0.5406728188,STK19
ENSG00000154781.11,-0.1229915996,0.5406728188,CCDC174
ENSG00000105722.5,-0.1201238246,0.5406728188,ERF
ENSG00000184113.8,0.3062189956,0.5406972118,CLDN5
ENSG00000078304.14,0.1084328468,0.5406972118,PPP2R5C
ENSG00000132570.10,-0.1727306662,0.5407206638,PCBD2
ENSG00000182197.6,0.183982255,0.5408492677,EXT1
ENSG00000156232.6,-0.160151034,0.5408492677,WHAMM
ENSG00000198862.8,0.1428240215,0.5408492677,LTN1
ENSG00000213753.5,-0.145930275,0.5409295635,RPL23AP79
ENSG00000245812.2,0.3069609447,0.5412585935,RP11-175K6.1
ENSG00000181381.9,-0.1766265479,0.5412585935,DDX60L
ENSG00000083097.9,-0.1647700258,0.5412585935,DOPEY1
ENSG00000213722.4,0.1481244561,0.541571737,DDAH2
ENSG00000136141.10,0.1174021797,0.541571737,LRCH1
ENSG00000143158.6,0.1451869703,0.5418673663,MPC2
ENSG00000117305.10,-0.1318968144,0.5418812798,HMGCL
ENSG00000187840.4,0.1909401288,0.5420177263,EIF4EBP1
ENSG00000154511.7,0.1568493419,0.5420177263,FAM69A
ENSG00000023608.4,-0.1246414651,0.5420192296,SNAPC1
ENSG00000114030.8,0.1128243036,0.5423786025,KPNA1
ENSG00000053747.11,-0.3075694511,0.5423794114,LAMA3
ENSG00000143437.15,-0.1149290719,0.5423794114,ARNT
ENSG00000143179.7,-0.1390043245,0.5423846424,UCK2
ENSG00000142208.11,0.1050342999,0.5427833317,AKT1
ENSG00000230989.2,0.1341982669,0.5428117433,HSBP1
ENSG00000117133.6,0.119029682,0.5431289581,RPF1
ENSG00000068400.9,-0.1315646446,0.5433050854,GRIPAP1
ENSG00000173040.8,-0.1231914,0.5434318167,EVC2
ENSG00000113812.9,0.1402105404,0.5437121275,ACTR8
ENSG00000122870.7,0.1265518896,0.5437121275,BICC1
ENSG00000161647.14,0.2457585504,0.5439210705,MPP3
ENSG00000167699.9,0.1029518119,0.5439210705,GLOD4
ENSG00000068615.11,0.2938143086,0.5439353436,REEP1
ENSG00000246089.2,-0.2488604459,0.5442949203,RP11-115C21.2
ENSG00000148225.11,-0.2034836895,0.5442949203,WDR31
ENSG00000196199.9,-0.1444866954,0.5442949203,MPHOSPH8
ENSG00000156515.16,-0.1245693201,0.5442949203,HK1
ENSG00000172086.7,0.1230028117,0.5442949203,KRCC1
ENSG00000173821.15,-0.1829411799,0.5442969024,RNF213
ENSG00000088280.13,-0.1192748254,0.5448499658,ASAP3
ENSG00000177054.9,0.147958374,0.5450493132,ZDHHC13
ENSG00000087086.9,-0.1455987802,0.545263584,FTL
ENSG00000124207.12,0.1161814496,0.545263584,CSE1L
ENSG00000011523.9,-0.1117788741,0.545263584,CEP68
ENSG00000115750.11,0.1570050189,0.5452852822,TAF1B
ENSG00000029559.5,-0.3063145238,0.5455839149,IBSP
ENSG00000257839.1,-0.2968222927,0.5455839149,RP11-290L1.2
ENSG00000267575.1,-0.2454875549,0.5455839149,CTC-459F4.3
ENSG00000211450.5,0.1750952576,0.5455839149,C11orf31
ENSG00000170776.15,0.1724985724,0.5455839149,AKAP13
ENSG00000136059.10,0.1528094149,0.5455839149,VILL
ENSG00000166710.12,0.1173592369,0.5455839149,B2M
ENSG00000163814.3,-0.3023855312,0.5460383364,CDCP1
ENSG00000229807.5,-0.3020034821,0.5460383364,XIST
ENSG00000105877.12,-0.2988260074,0.5460383364,DNAH11
ENSG00000215218.3,0.2139957833,0.5460383364,UBE2QL1
ENSG00000234145.1,-0.1878703886,0.5460383364,NAP1L4P3
ENSG00000088876.7,-0.1839344687,0.5460383364,ZNF343
ENSG00000253873.1,0.1725115356,0.5460383364,PCDHGA11
ENSG00000111832.8,0.139373372,0.5460383364,RWDD1
ENSG00000124615.13,-0.160608089,0.5462873095,MOCS1
ENSG00000184154.8,-0.1446772153,0.5463470724,LRTOMT
ENSG00000135454.9,-0.2728764172,0.5465839485,B4GALNT1
ENSG00000241973.6,-0.1383743446,0.546615161,PI4KA
ENSG00000136213.7,-0.1266902182,0.546615161,CHST12
ENSG00000167562.7,0.1934468464,0.5467869516,ZNF701
ENSG00000163235.11,0.1785105106,0.5467869516,TGFA
ENSG00000122203.10,-0.0963485393,0.5468299769,KIAA1191
ENSG00000142188.12,0.1489031462,0.5470113362,TMEM50B
ENSG00000184900.11,0.1053458075,0.5470944601,SUMO3
ENSG00000157110.11,-0.1885285226,0.5471678058,RBPMS
ENSG00000119965.8,0.1466137861,0.5471678058,C10orf88
ENSG00000105655.12,-0.1692451725,0.5472885572,ISYNA1
ENSG00000165272.10,0.2256289895,0.5474356131,AQP3
ENSG00000012174.7,0.1178812817,0.5475062869,MBTPS2
ENSG00000108515.13,-0.2933023968,0.5476001649,ENO3
ENSG00000157933.9,0.1366666963,0.5476001649,SKI
ENSG00000166526.12,-0.1135649589,0.5476001649,ZNF3
ENSG00000096384.15,-0.0926875454,0.5476001649,HSP90AB1
ENSG00000104980.3,0.1424365975,0.5476504776,TIMM44
ENSG00000244306.5,-0.2841143689,0.5480091879,CTD-2314B22.3
ENSG00000162521.12,-0.1038048403,0.5480416522,RBBP4
ENSG00000101596.9,-0.1361906135,0.5481056974,SMCHD1
ENSG00000132326.7,0.1422410102,0.5482469078,PER2
ENSG00000162944.5,0.1042391482,0.5483916374,RFTN2
ENSG00000187676.7,0.1453330994,0.5487113069,B3GALTL
ENSG00000184985.12,-0.2881920038,0.548756995,SORCS2
ENSG00000230521.1,-0.302749849,0.5488633556,HCG4P7
ENSG00000235238.1,-0.153352134,0.5488633556,SUMO2P1
ENSG00000236761.4,0.2721861027,0.5497703671,CTAGE9
ENSG00000159239.7,-0.2236137472,0.5499069857,C2orf81
ENSG00000197496.4,-0.1086372799,0.5499069857,SLC2A10
ENSG00000162736.11,0.1117514497,0.550195578,NCSTN
ENSG00000181315.6,-0.1609417089,0.5502136863,ZNF322
ENSG00000100138.9,-0.1001294558,0.5503512197,NHP2L1
ENSG00000230715.2,-0.2735687833,0.5507295626,RP11-274B21.4
ENSG00000151079.6,-0.1963949618,0.5507295626,KCNA6
ENSG00000112149.5,-0.1855286583,0.5507295626,CD83
ENSG00000197056.5,0.1366142484,0.5507295626,ZMYM1
ENSG00000075790.6,0.1014845955,0.5507295626,BCAP29
ENSG00000183386.5,0.2235763738,0.5507678197,FHL3
ENSG00000177191.2,0.3025329284,0.5508640978,B3GNT8
ENSG00000265688.1,-0.2535339262,0.5508640978,MAFG-AS1
ENSG00000123815.7,-0.1387517384,0.5508640978,ADCK4
ENSG00000158517.9,-0.300160421,0.5509187779,NCF1
ENSG00000232818.2,0.2966145049,0.5509187779,RPS2P32
ENSG00000205090.4,-0.2780394987,0.5509187779,TMEM240
ENSG00000132823.6,0.1108979759,0.5509906273,C20orf111
ENSG00000253537.1,-0.2558472719,0.5510342914,PCDHGA7
ENSG00000160049.7,-0.1178260144,0.5510342914,DFFA
ENSG00000254023.1,-0.2555566115,0.5510609492,PKMP4
ENSG00000143546.5,0.3015087544,0.5511633946,S100A8
ENSG00000224975.1,-0.2996711216,0.5511633946,INE1
ENSG00000196659.8,0.188596206,0.5511633946,TTC30B
ENSG00000114450.5,0.1583299581,0.5511633946,GNB4
ENSG00000182093.9,0.1386995529,0.5511633946,WRB
ENSG00000112877.6,-0.2856613181,0.5513562852,CEP72
ENSG00000163507.9,0.2155860393,0.551591668,KIAA1524
ENSG00000018610.8,0.1341017023,0.551591668,CXorf56
ENSG00000242372.2,0.1339918747,0.551591668,EIF6
ENSG00000103044.6,-0.2803455547,0.5517194618,HAS3
ENSG00000183597.11,0.1431395481,0.5517194618,TANGO2
ENSG00000012171.13,0.1443645011,0.5520002453,SEMA3B
ENSG00000215256.3,-0.1274275264,0.5520002453,DHRS4-AS1
ENSG00000118420.12,-0.2109998053,0.5520469841,UBE3D
ENSG00000189067.8,-0.1323750851,0.5522067908,LITAF
ENSG00000163479.9,0.112667599,0.5522813149,SSR2
ENSG00000166166.8,-0.137535024,0.5523643818,TRMT61A
ENSG00000166272.12,0.1180315485,0.5523643818,WBP1L
ENSG00000091136.9,-0.2410949563,0.5525741511,LAMB1
ENSG00000166822.8,0.1304740861,0.5526269625,TMEM170A
ENSG00000134107.4,-0.1126930282,0.5526269625,BHLHE40
ENSG00000261189.1,0.2961895589,0.5531370934,RP3-512B11.3
ENSG00000258300.2,-0.284124756,0.5531370934,RP11-317N8.2
ENSG00000100027.10,0.2579683117,0.5531370934,YPEL1
ENSG00000144488.10,0.2474596673,0.5531370934,ESPNL
ENSG00000234558.1,-0.2442636465,0.5531370934,API5P1
ENSG00000185710.5,0.241354723,0.5531370934,RP11-645C24.2
ENSG00000146707.10,-0.1871258497,0.5531370934,POMZP3
ENSG00000184185.5,-0.1701069593,0.5531370934,KCNJ12
ENSG00000179277.8,0.1625902427,0.5531370934,MEIS3P1
ENSG00000146826.10,-0.1528971146,0.5531370934,C7orf43
ENSG00000221909.2,-0.1479023334,0.5531370934,FAM200A
ENSG00000168096.10,-0.14520616,0.5531370934,ANKS3
ENSG00000159140.13,-0.1451993684,0.5531370934,SON
ENSG00000132825.5,-0.1443624843,0.5531370934,PPP1R3D
ENSG00000197024.4,-0.1402446564,0.5531370934,ZNF398
ENSG00000188352.7,0.137127097,0.5531370934,FOCAD
ENSG00000115649.11,0.1345266458,0.5531370934,CNPPD1
ENSG00000162869.11,-0.1282394975,0.5531370934,PPP1R21
ENSG00000138381.4,0.1240222096,0.5531370934,ASNSD1
ENSG00000135040.11,0.120836981,0.5531370934,NAA35
ENSG00000122958.9,0.1198022589,0.5531370934,VPS26A
ENSG00000120699.8,0.1193650238,0.5531370934,EXOSC8
ENSG00000104375.11,0.1187471651,0.5531370934,STK3
ENSG00000167671.7,0.1184252293,0.5531370934,UBXN6
ENSG00000188811.8,-0.1070635768,0.5531370934,NHLRC3
ENSG00000139737.15,-0.236458551,0.5536785847,SLAIN1
ENSG00000150961.10,0.1023177651,0.5536785847,SEC24D
ENSG00000254612.1,-0.1616429628,0.5538267623,RP11-676M6.1
ENSG00000169018.5,0.1192745369,0.5538267623,FEM1B
ENSG00000198865.5,0.3002365226,0.5539464823,CCDC152
ENSG00000228716.2,0.1450010553,0.5539464823,DHFR
ENSG00000175970.7,-0.1288209274,0.5539464823,UNC119B
ENSG00000177721.3,-0.2485133882,0.5540668168,ANXA2R
ENSG00000147471.7,0.1268606258,0.5542948017,PROSC
ENSG00000090060.13,0.1042420306,0.5542948017,PAPOLA
ENSG00000204176.8,-0.3001357718,0.554473569,SYT15
ENSG00000101049.10,-0.2988461918,0.554473569,SGK2
ENSG00000130203.5,0.2859821879,0.554473569,APOE
ENSG00000168679.13,-0.1460335042,0.554473569,SLC16A4
ENSG00000140455.12,0.1547769794,0.5544800388,USP3
ENSG00000237807.3,-0.2991983872,0.5545929711,RP11-400K9.4
ENSG00000165813.12,-0.1343269807,0.5545929711,C10orf118
ENSG00000177398.13,0.2729055868,0.5549556141,UMODL1
ENSG00000198914.2,-0.2655588132,0.5549556141,POU3F3
ENSG00000106258.9,-0.2419923752,0.5549556141,CYP3A5
ENSG00000263432.1,-0.2229782333,0.5551908165,Metazoa_SRP
ENSG00000198890.6,0.1320275996,0.5551908165,PRMT6
ENSG00000088881.15,-0.2050099287,0.5552179853,EBF4
ENSG00000149925.12,0.1003752929,0.5552179853,ALDOA
ENSG00000129187.10,-0.124149074,0.5553864481,DCTD
ENSG00000124596.12,-0.1133270384,0.5553864481,OARD1
ENSG00000053501.8,0.1444839112,0.5554031498,USE1
ENSG00000169762.12,-0.1213312968,0.5554307692,TAPT1
ENSG00000213070.3,0.3017496278,0.555445246,HMGB3P6
ENSG00000261377.1,0.2231301095,0.555445246,RP11-578F21.12
ENSG00000262601.1,-0.2905448889,0.5555168165,CTC-786C10.1
ENSG00000158691.10,0.1895499903,0.5555508938,ZSCAN12
ENSG00000144792.5,-0.1326549344,0.5555508938,ZNF660
ENSG00000141127.9,-0.1204004323,0.5558579184,PRPSAP2
ENSG00000159579.9,0.1000273759,0.5559193422,RSPRY1
ENSG00000261101.1,-0.2971728505,0.5559270712,RP4-545K15.5
