EnsemblID,log2FoldChange,padj,Gene.name
ENSG00000166825.9,1.0546396252,1.11372417589431E-005,ANPEP
ENSG00000106785.10,-0.7879547435,1.11905359276064E-005,TRIM14
ENSG00000160307.5,-0.6086036414,1.13862544275715E-005,S100B
ENSG00000220785.3,-1.0596078837,1.18712838937469E-005,MTMR9LP
ENSG00000140538.11,-1.5305960757,1.21048490747198E-005,NTRK3
ENSG00000010256.6,0.4933957954,1.21048490747198E-005,UQCRC1
ENSG00000102854.10,-1.4475571862,1.23633739476184E-005,MSLN
ENSG00000187653.10,0.9276470645,0.000012496,TMSB4XP8
ENSG00000183421.7,1.513816186,1.26157246363446E-005,RIPK4
ENSG00000139910.15,0.8542241926,1.28755702433965E-005,NOVA1
ENSG00000088298.7,0.7104600742,1.29444295982254E-005,EDEM2
ENSG00000228502.1,0.5839039875,1.42803539878365E-005,EEF1A1P11
ENSG00000052795.8,0.8972337544,1.4398866122005E-005,FNIP2
ENSG00000141682.11,1.3315502075,1.47656849915964E-005,PMAIP1
ENSG00000125821.7,0.5216935902,1.47976376822685E-005,DTD1
ENSG00000094804.5,1.2019952763,1.48997022677133E-005,CDC6
ENSG00000113389.11,1.4925402482,1.51322379928439E-005,NPR3
ENSG00000145681.6,-0.8232437116,1.54457243132763E-005,HAPLN1
ENSG00000104368.13,1.130781021,1.554649788307E-005,PLAT
ENSG00000110880.6,0.6485126061,1.554649788307E-005,CORO1C
ENSG00000055813.5,-0.6039214446,1.60082739408707E-005,CCDC85A
ENSG00000048540.10,-1.3629136172,1.60711534907379E-005,LMO3
ENSG00000106688.7,0.5473208128,1.63742482940743E-005,SLC1A1
ENSG00000136842.8,0.9401463309,0.000017016,TMOD1
ENSG00000182580.2,-1.1044727788,0.000017321,EPHB3
ENSG00000114346.9,1.0601398272,1.87892735083589E-005,ECT2
ENSG00000251548.1,-1.1232177187,1.90072277773428E-005,RP11-215G15.4
ENSG00000102804.9,-0.6088394446,0.000019498,TSC22D1
ENSG00000021300.8,-0.7522710779,1.9602238294068E-005,PLEKHB1
ENSG00000164776.5,-0.8083472018,2.02126151071149E-005,PHKG1
ENSG00000149575.5,-0.6594616501,2.04636883940532E-005,SCN2B
ENSG00000115993.7,0.4755368034,2.05627512700349E-005,TRAK2
ENSG00000130695.9,-0.5741386634,2.12846959602658E-005,CEP85
ENSG00000115556.9,-0.8100917074,2.13393144529407E-005,PLCD4
ENSG00000169302.10,-0.8804192932,2.16088373192592E-005,STK32A
ENSG00000125398.5,-0.5432964401,2.16088373192592E-005,SOX9
ENSG00000138756.13,0.7034206993,2.21790809297743E-005,BMP2K
ENSG00000183155.4,0.7007978116,0.000022778,RABIF
ENSG00000147010.13,0.7924479561,2.44986327347943E-005,SH3KBP1
ENSG00000183072.9,1.486594896,2.47447999535306E-005,NKX2-5
ENSG00000180616.4,-0.9367159111,2.47447999535306E-005,SSTR2
ENSG00000176720.3,-0.609115484,2.59828659276767E-005,BOK
ENSG00000127920.4,0.6876585268,2.67456275730264E-005,GNG11
ENSG00000198417.5,1.073037412,2.71386407888899E-005,MT1F
ENSG00000224594.2,-0.7523617967,2.71386407888899E-005,RPL29P19
ENSG00000006016.6,1.4307307101,0.00002738,CRLF1
ENSG00000169908.6,0.7417754399,0.000028066,TM4SF1
ENSG00000173276.9,0.7004079779,2.86070586770176E-005,ZBTB21
ENSG00000005108.10,-1.1611245825,2.86983709319971E-005,THSD7A
ENSG00000115963.9,0.7738860951,2.86983709319971E-005,RND3
ENSG00000179630.6,0.7468798792,2.8754829143428E-005,LACC1
ENSG00000180817.6,0.5343235231,0.000029819,PPA1
ENSG00000168546.6,1.0626241527,2.9891830491235E-005,GFRA2
ENSG00000101493.6,-0.6659401774,3.11448445812158E-005,ZNF516
ENSG00000143476.13,1.313912723,3.15655373035412E-005,DTL
ENSG00000142611.11,-1.3531525288,3.17727737333041E-005,PRDM16
ENSG00000236094.1,1.258698679,3.17727737333041E-005,LINC00545
ENSG00000016391.5,-0.7771663193,3.17727737333041E-005,CHDH
ENSG00000164761.4,1.3450138853,3.2050090656025E-005,TNFRSF11B
ENSG00000155974.7,1.1770329287,3.22249378752239E-005,GRIP1
ENSG00000136867.6,0.6345220052,3.2230375635323E-005,SLC31A2
ENSG00000173218.9,0.6056515758,3.2230375635323E-005,VANGL1
ENSG00000178573.6,-0.7980967125,3.2795863008526E-005,MAF
ENSG00000131759.13,-0.6260781178,0.000032829,RARA
ENSG00000166925.4,-0.6187923786,0.000032829,TSC22D4
ENSG00000131370.11,0.5738993175,3.33337984556797E-005,SH3BP5
ENSG00000241839.5,-0.6307268257,3.39525244183321E-005,PLEKHO2
ENSG00000171502.10,1.1496599195,0.000034144,COL24A1
ENSG00000125813.9,1.4614191583,3.47448890056997E-005,PAX1
ENSG00000113296.10,-0.96525814,3.50093415294995E-005,THBS4
ENSG00000189057.6,1.3481300076,3.52938722212718E-005,FAM111B
ENSG00000122591.7,0.7698789773,3.54129216879909E-005,FAM126A
ENSG00000163171.6,-0.9529488987,3.56974621931055E-005,CDC42EP3
ENSG00000196754.6,1.1932095588,3.57304625306453E-005,S100A2
ENSG00000095637.14,-0.5885421275,3.60283208788176E-005,SORBS1
ENSG00000198826.6,0.9970967842,3.66268893777135E-005,ARHGAP11A
ENSG00000175895.3,0.5977235174,3.77564949111884E-005,PLEKHF2
ENSG00000125384.6,0.9450993095,3.80138163445858E-005,PTGER2
ENSG00000179930.5,-1.2467686283,3.80821008244052E-005,ZNF648
ENSG00000157240.2,0.7715215063,3.83087338232642E-005,FZD1
ENSG00000091137.7,-0.8057794974,0.000039036,SLC26A4
ENSG00000259295.2,-1.2833926717,4.01146127046253E-005,RP11-561C5.3
ENSG00000121858.6,1.0812432469,4.01146127046253E-005,TNFSF10
ENSG00000198805.7,0.8082647078,4.01146127046253E-005,PNP
ENSG00000245205.3,0.6722062192,4.01146127046253E-005,RP11-841C19.6
ENSG00000178038.12,0.9398347388,4.01235848023261E-005,ALS2CL
ENSG00000185697.12,0.9233712349,4.01235848023261E-005,MYBL1
ENSG00000162496.4,-0.5926880947,4.27032648427153E-005,DHRS3
ENSG00000183876.8,0.789370215,4.50572381458954E-005,ARSI
ENSG00000133135.9,1.3716873258,0.000045619,RNF128
ENSG00000137193.9,0.8808605174,0.000045619,PIM1
ENSG00000156689.2,1.4013830828,4.5910879549829E-005,GLYATL2
ENSG00000163584.13,0.6564090197,4.60647373265924E-005,RPL22L1
ENSG00000128487.12,0.83794017,4.79283839614702E-005,SPECC1
ENSG00000171202.2,0.6243151306,4.80117240528056E-005,TMEM126A
ENSG00000157680.10,1.1675883327,4.85037326779031E-005,DGKI
ENSG00000078596.6,-0.7543379055,4.85037326779031E-005,ITM2A
ENSG00000134247.9,-0.5749895374,0.000049706,PTGFRN
ENSG00000236876.2,1.1111197788,5.00349386578077E-005,TMSB4XP1
ENSG00000110700.2,0.49584296,5.17806782329758E-005,RPS13
ENSG00000204291.6,0.7461884955,0.000054037,COL15A1
ENSG00000204323.5,0.9164864245,5.56499465744576E-005,SMIM5
ENSG00000168078.5,1.3343393356,5.56611398573942E-005,PBK
ENSG00000140367.7,0.5201365941,5.61438216883723E-005,UBE2Q2
ENSG00000256321.1,-1.0171526649,5.76754768813669E-005,RP11-153K16.1
ENSG00000224383.3,-1.1695364681,5.96518385108682E-005,C17orf72
ENSG00000156273.11,0.7002656907,6.10432442429682E-005,BACH1
ENSG00000204682.5,-1.0701183651,6.20347980424088E-005,C10orf114
ENSG00000177697.13,0.4707216979,6.2069772599621E-005,CD151
ENSG00000156466.8,0.8225676509,6.43491765427049E-005,GDF6
ENSG00000171155.7,0.6010023725,6.63522723760556E-005,C1GALT1C1
ENSG00000156052.6,0.499480975,6.71140533700351E-005,GNAQ
ENSG00000250534.1,-1.1921157583,7.0218113789507E-005,RP11-475D8.1
ENSG00000141837.13,1.226026819,7.03056800249349E-005,CACNA1A
ENSG00000223814.1,-1.0067726279,7.10149158279657E-005,RP11-543D5.2
ENSG00000082175.10,1.2472630658,0.000072833,PGR
ENSG00000149131.11,-0.7290806386,7.29007025216324E-005,SERPING1
ENSG00000157456.3,1.3488668467,7.69162526565223E-005,CCNB2
ENSG00000068078.13,-0.653733147,7.69885436504787E-005,FGFR3
ENSG00000137309.15,1.1575825499,8.09282347961739E-005,HMGA1
ENSG00000198142.3,0.7691003395,8.13816485199302E-005,SOWAHC
ENSG00000244734.1,0.9141421127,8.49106040402445E-005,HBB
ENSG00000121964.9,0.6576302594,8.52060580078869E-005,GTDC1
ENSG00000021574.7,0.5820637287,8.54039226219304E-005,SPAST
ENSG00000112541.8,1.3256784789,8.62736558062196E-005,PDE10A
ENSG00000152894.10,0.7718596208,0.000086818,PTPRK
ENSG00000100744.10,0.7460078856,0.000086818,GSKIP
ENSG00000163430.5,0.5966373488,0.000086818,FSTL1
ENSG00000112837.11,0.579955091,0.000086818,TBX18
ENSG00000169047.4,-0.8461686197,8.70780977919376E-005,IRS1
ENSG00000158008.5,-0.8957890349,8.71553332699508E-005,EXTL1
ENSG00000255399.2,1.3802553039,9.0448106143031E-005,TBX5-AS1
ENSG00000137804.8,1.1054369195,9.63057958807346E-005,NUSAP1
ENSG00000071991.4,0.9387852717,0.0001019748,CDH19
ENSG00000133985.2,1.0687602722,0.000102108,TTC9
ENSG00000174611.7,-1.2826136748,0.0001035513,KY
ENSG00000151458.7,0.5089233094,0.0001042237,ANKRD50
ENSG00000150093.14,0.4650420426,0.0001047308,ITGB1
ENSG00000107984.5,-1.0222707011,0.0001071469,DKK1
ENSG00000179104.3,-0.941405333,0.0001072253,TMTC2
ENSG00000136261.10,0.6422793501,0.0001076365,BZW2
ENSG00000160293.12,-0.6198248087,0.0001090418,VAV2
ENSG00000105880.4,-0.7388171829,0.0001092919,DLX5
ENSG00000150165.12,1.3851043825,0.00010932,ANXA8L1
ENSG00000185432.10,-0.5703671414,0.0001128234,METTL7A
ENSG00000117525.9,1.1207038538,0.0001152913,F3
ENSG00000164976.8,-0.7915431173,0.0001162902,KIAA1161
ENSG00000171522.5,1.101048651,0.0001166272,PTGER4
ENSG00000224963.2,-0.7418305251,0.0001214341,U82695.9
ENSG00000108848.10,-0.5955609771,0.0001250082,LUC7L3
ENSG00000176998.3,-0.6623071969,0.0001250445,HCG4
ENSG00000239779.2,-0.6687439868,0.0001255121,WBP1
ENSG00000160360.7,-0.5064738512,0.0001301424,GPSM1
ENSG00000164626.8,-0.7676310689,0.0001330984,KCNK5
ENSG00000187955.7,-0.8787673694,0.0001365649,COL14A1
ENSG00000111206.8,1.2306698524,0.00013828,FOXM1
ENSG00000158966.9,0.9629171816,0.000140176,CACHD1
ENSG00000131015.4,0.8748941701,0.0001404649,ULBP2
ENSG00000153721.12,-0.740387888,0.0001410507,CNKSR3
ENSG00000138678.6,-0.8964739441,0.000141157,AGPAT9
ENSG00000064225.8,-0.8912309679,0.0001456392,ST3GAL6
ENSG00000186522.10,0.4958718104,0.000146499,40422
ENSG00000102753.5,0.5479357033,0.000148533,KPNA3
ENSG00000257337.1,-0.5913170056,0.0001519334,RP11-983P16.4
ENSG00000177283.4,-0.4702775718,0.0001519334,FZD8
ENSG00000198856.8,0.6014069818,0.0001521542,OSTC
ENSG00000164056.6,0.9379388926,0.0001524354,SPRY1
ENSG00000131981.10,0.4775430133,0.0001524354,LGALS3
ENSG00000064042.13,-0.4978872781,0.0001524818,LIMCH1
ENSG00000151725.7,1.2524237187,0.0001552376,MLF1IP
ENSG00000198131.9,1.023519074,0.0001559344,ZNF544
ENSG00000228639.2,-1.1178748991,0.0001565394,AC005152.3
ENSG00000115762.12,0.4518525091,0.0001568436,PLEKHB2
ENSG00000108984.9,-0.5293877715,0.0001578652,MAP2K6
ENSG00000175221.9,-0.5476634882,0.0001637155,MED16
ENSG00000189320.4,0.6655410427,0.0001645564,FAM180A
ENSG00000187942.7,-0.8287397182,0.0001647337,LDLRAD2
ENSG00000081818.1,-0.5787585667,0.0001647337,PCDHB4
ENSG00000073756.7,1.0728961028,0.0001675201,PTGS2
ENSG00000180354.11,-0.6396703415,0.0001695021,C7orf41
ENSG00000162599.10,-0.6393016101,0.0001695021,NFIA
ENSG00000106012.13,-0.577894272,0.0001705835,IQCE
ENSG00000099139.9,0.7204166443,0.000170737,PCSK5
ENSG00000164032.7,0.6153336611,0.0001709614,H2AFZ
ENSG00000267414.1,-1.0050859961,0.0001719548,RP11-456K23.1
ENSG00000105852.6,-0.8079663619,0.0001719548,PON3
ENSG00000258520.1,1.272039444,0.0001751379,RP11-363J20.2
ENSG00000180672.4,0.7914707865,0.0001751379,AC007362.1
ENSG00000086300.11,1.1026552298,0.0001754418,SNX10
ENSG00000198252.7,0.4840887818,0.0001851987,STYX
ENSG00000078098.9,0.7067524438,0.0001872048,FAP
ENSG00000112414.10,-0.7372342443,0.0001901127,GPR126
ENSG00000136205.12,-0.5699861272,0.0001927014,TNS3
ENSG00000074047.16,-0.6291935801,0.0001940951,GLI2
ENSG00000240694.4,1.2555026284,0.000194333,PNMA2
ENSG00000137285.9,-0.6749147541,0.0001956172,TUBB2B
ENSG00000149577.11,-0.5459479031,0.0001956172,SIDT2
ENSG00000077721.11,0.4656603587,0.0001956172,UBE2A
ENSG00000077092.14,0.8297657546,0.0001981024,RARB
ENSG00000186807.9,1.3278955168,0.0002009087,ANXA8L2
ENSG00000183114.6,-0.6780418411,0.0002030945,FAM43B
ENSG00000261128.1,1.1302113551,0.000203777,RP11-18F14.2
ENSG00000261040.2,1.3364930554,0.0002045404,CTD-2319I12.1
ENSG00000213694.3,0.7548594806,0.0002064472,S1PR3
ENSG00000141337.8,-0.5807086367,0.0002064472,ARSG
ENSG00000119686.5,-0.8576764783,0.0002075208,FLVCR2
ENSG00000197147.7,0.9945085754,0.000208433,LRRC8B
ENSG00000164924.13,0.427908252,0.0002088485,YWHAZ
ENSG00000135750.10,0.5283193706,0.0002124548,KCNK1
ENSG00000082153.13,0.5647951565,0.0002127904,BZW1
ENSG00000066322.7,0.4697813255,0.0002135298,ELOVL1
ENSG00000137968.12,1.2313644405,0.0002153664,SLC44A5
ENSG00000146122.12,-0.5568282459,0.0002153664,DAAM2
ENSG00000188487.7,-0.7748843266,0.0002156465,INSC
ENSG00000157554.14,-0.4994209148,0.0002176633,ERG
ENSG00000078399.11,-0.5421826934,0.0002178907,HOXA9
ENSG00000227403.1,1.3222701779,0.0002203058,AC009299.3
ENSG00000122952.12,1.088739643,0.0002232062,ZWINT
ENSG00000197930.8,0.5026190914,0.0002247428,ERO1L
ENSG00000187786.1,1.1036593627,0.0002249506,SCXB
ENSG00000112379.8,1.2531933921,0.0002250358,KIAA1244
ENSG00000055163.14,1.1673194487,0.0002282741,CYFIP2
ENSG00000135525.13,0.7157248843,0.0002282741,MAP7
ENSG00000103966.5,0.6695639277,0.0002282741,EHD4
ENSG00000151414.10,0.4719613636,0.0002324795,NEK7
ENSG00000138449.6,-0.6686841558,0.0002349078,SLC40A1
ENSG00000133816.9,0.8084505909,0.0002355003,MICAL2
ENSG00000205189.7,0.5323130049,0.0002375632,ZBTB10
ENSG00000139318.7,0.9040687861,0.0002402575,DUSP6
ENSG00000188312.9,0.8757043504,0.0002460232,CENPP
ENSG00000167107.8,-0.5385669843,0.0002460232,ACSF2
ENSG00000112902.7,1.1896747469,0.0002463408,SEMA5A
ENSG00000082196.15,1.0225304572,0.0002463408,C1QTNF3
ENSG00000198729.4,0.981244596,0.0002463408,PPP1R14C
ENSG00000162976.8,0.6576365188,0.0002538006,PQLC3
ENSG00000123975.4,1.0655764337,0.0002611369,CKS2
ENSG00000109436.7,0.9153048888,0.0002623785,TBC1D9
ENSG00000106404.9,-0.852676444,0.0002626778,CLDN15
ENSG00000135636.9,0.8968496044,0.0002680439,DYSF
ENSG00000164929.12,0.7378574973,0.0002680439,BAALC
ENSG00000132613.10,-0.6184680751,0.0002714927,MTSS1L
ENSG00000198901.9,0.9573258886,0.0002839518,PRC1
ENSG00000137962.8,-0.5099682951,0.0002839518,ARHGAP29
ENSG00000124181.8,-0.5184933944,0.000284399,PLCG1
ENSG00000147650.7,0.4933340986,0.000284399,LRP12
ENSG00000157303.5,-0.98432809,0.0002844025,SUSD3
ENSG00000176595.3,-0.741162873,0.0002874147,KBTBD11
ENSG00000126562.12,-0.867354041,0.0002887914,WNK4
ENSG00000180447.5,0.6832402722,0.0002887914,GAS1
ENSG00000150347.10,0.7160561006,0.0002964517,ARID5B
ENSG00000159231.5,0.8005654363,0.0002985325,CBR3
ENSG00000149499.6,-0.4863089026,0.0003018843,EML3
ENSG00000140678.12,1.2660384357,0.0003035666,ITGAX
ENSG00000142634.8,0.7955878743,0.0003044046,EFHD2
ENSG00000168140.4,-0.6484069969,0.0003076457,VASN
ENSG00000144485.6,1.2967150433,0.0003162589,HES6
ENSG00000166401.9,0.8657091166,0.0003167445,SERPINB8
ENSG00000137563.7,0.7570682017,0.0003176371,GGH
ENSG00000133065.6,-0.4913775737,0.0003176371,SLC41A1
ENSG00000100321.10,-0.4820431523,0.0003185819,SYNGR1
ENSG00000095752.2,1.2699678096,0.0003186821,IL11
ENSG00000175352.6,1.0859099627,0.0003186821,NRIP3
ENSG00000205221.8,-1.2783201807,0.0003189251,VIT
ENSG00000170006.7,0.9439891693,0.0003226804,TMEM154
ENSG00000162913.9,-1.1643022744,0.0003241256,C1orf145
ENSG00000089685.9,1.2862011671,0.0003270551,BIRC5
ENSG00000173706.8,0.7633655902,0.0003276507,HEG1
ENSG00000117450.9,0.4754429122,0.0003330687,PRDX1
ENSG00000185499.12,-0.5449460167,0.0003406097,MUC1
ENSG00000076356.6,0.8639185708,0.0003423665,PLXNA2
ENSG00000089157.11,0.4489263983,0.0003423665,RPLP0
ENSG00000204381.7,-0.5845454996,0.0003452908,LAYN
ENSG00000259146.1,-0.8174309647,0.0003457251,RP1-261D10.2
ENSG00000178401.9,0.9687811113,0.0003463737,DNAJC22
ENSG00000154556.13,0.7595455557,0.0003463737,SORBS2
ENSG00000133619.13,-0.6399861433,0.0003463737,KRBA1
ENSG00000137103.12,-0.5897685864,0.0003463737,TMEM8B
ENSG00000155189.7,0.5777800534,0.0003509173,AGPAT5
ENSG00000149489.4,-0.6046715068,0.0003532865,ROM1
ENSG00000088808.12,-0.6514196939,0.0003539796,PPP1R13B
ENSG00000198300.8,-0.8340935678,0.0003558009,PEG3
ENSG00000134201.5,-0.478452545,0.0003632035,GSTM5
ENSG00000100532.7,0.6450702481,0.0003663487,CGRRF1
ENSG00000018510.8,0.530417846,0.0003663487,AGPS
ENSG00000162745.6,0.8537334777,0.0003694449,OLFML2B
ENSG00000091622.11,0.9112267823,0.0003694665,PITPNM3
ENSG00000163145.8,0.9119746168,0.000369499,C1QTNF7
ENSG00000198839.5,0.6287826665,0.0003718165,ZNF277
ENSG00000164089.4,1.2774668168,0.0003744757,AGXT2L1
ENSG00000149212.6,-0.5973301085,0.0003890227,SESN3
ENSG00000135472.4,-0.9802022371,0.0003943312,FAIM2
ENSG00000158710.10,0.6690369107,0.0003962074,TAGLN2
ENSG00000139182.9,-0.57557506,0.0003969726,CLSTN3
ENSG00000167371.12,-0.9884955783,0.0004045707,PRRT2
ENSG00000111962.7,-0.6207137334,0.0004045707,UST
ENSG00000173221.9,0.6731387796,0.0004052585,GLRX
ENSG00000242732.2,-0.6374487829,0.0004068114,RGAG4
ENSG00000101000.4,0.7348100817,0.0004096295,PROCR
ENSG00000163249.5,0.6339616917,0.0004096295,CCNYL1
ENSG00000175093.4,0.7519399865,0.0004204908,SPSB4
ENSG00000113209.6,-0.5867783768,0.0004204908,PCDHB5
ENSG00000120658.8,0.8796200535,0.0004226599,ENOX1
ENSG00000224389.4,-0.7060512143,0.0004241835,C4B
ENSG00000162687.11,-0.6906464504,0.0004256078,KCNT2
ENSG00000241399.2,-0.523366525,0.0004256078,CD302
ENSG00000127947.11,0.4662930463,0.000436967,PTPN12
ENSG00000119899.11,0.4014627742,0.0004444253,SLC17A5
ENSG00000003249.8,1.0711705919,0.0004450001,DBNDD1
ENSG00000150995.13,0.6905704995,0.0004450001,ITPR1
ENSG00000155849.11,0.7420446989,0.0004502137,ELMO1
ENSG00000138160.4,0.9047222648,0.0004550253,KIF11
ENSG00000126705.8,-0.4791686109,0.0004550253,AHDC1
ENSG00000240758.1,-1.0255820076,0.0004635982,RP11-155G14.5
ENSG00000154096.9,0.9021514306,0.000465357,THY1
ENSG00000183779.5,-0.5779345951,0.0004656669,ZNF703
ENSG00000109099.9,0.5324413651,0.0004697401,PMP22
ENSG00000167325.10,0.4573717902,0.0004704642,RRM1
ENSG00000115310.13,0.3900680948,0.000472742,RTN4
ENSG00000223802.3,-1.1693069271,0.000474449,CERS1
ENSG00000057657.10,1.2616739267,0.0004813627,PRDM1
ENSG00000182853.7,-0.9697715761,0.000482585,VMO1
ENSG00000119729.6,0.4454293521,0.000482585,RHOQ
ENSG00000081181.3,0.8731337577,0.0004829809,ARG2
ENSG00000260236.1,-1.0393765501,0.0004841213,RP11-708J19.1
ENSG00000145949.8,-1.0573683322,0.0004849587,MYLK4
ENSG00000122679.4,-0.5484920557,0.0004925043,RAMP3
ENSG00000166073.4,0.7898549402,0.0004935599,GPR176
ENSG00000101166.11,0.5944362456,0.000496497,SLMO2
ENSG00000166669.9,-0.5460328446,0.000496497,ATF7IP2
ENSG00000267534.1,-1.0915538869,0.0004967804,S1PR2
ENSG00000104660.13,0.4527385223,0.0005000576,LEPROTL1
ENSG00000111186.8,0.8447659021,0.000508511,WNT5B
ENSG00000154258.12,-0.9918228985,0.0005141581,ABCA9
ENSG00000154721.10,-0.7175748534,0.0005141581,JAM2
ENSG00000148848.9,0.8651712221,0.0005148074,ADAM12
ENSG00000135447.12,-1.1810258913,0.0005161509,PPP1R1A
ENSG00000134954.9,-0.5819722414,0.0005168534,ETS1
ENSG00000117143.8,0.6590834971,0.0005218899,UAP1
ENSG00000075711.15,0.5602632699,0.0005248507,DLG1
ENSG00000127184.6,0.5211343763,0.0005263053,COX7C
ENSG00000197535.10,0.5029073836,0.0005274326,MYO5A
ENSG00000160282.9,1.2522503266,0.0005277862,FTCD
ENSG00000124795.10,0.3852674034,0.0005294925,DEK
ENSG00000122786.15,0.4992163941,0.0005336081,CALD1
ENSG00000189337.11,0.6926952724,0.0005346606,KAZN
ENSG00000176973.7,0.6148604662,0.0005358024,FAM89B
ENSG00000112208.8,0.7587034801,0.0005507859,BAG2
ENSG00000225472.1,-1.0888799408,0.0005542092,RP11-120J1.1
ENSG00000140526.12,0.5859435557,0.0005577289,ABHD2
ENSG00000102781.9,0.5443947861,0.0005580266,KATNAL1
ENSG00000105639.14,-0.7628307173,0.0005664869,JAK3
ENSG00000166444.13,-0.4783005071,0.0005664869,ST5
ENSG00000213235.3,0.6422667783,0.0005667363,EEF1A1P33
ENSG00000152137.2,0.6320296451,0.0005731537,HSPB8
ENSG00000176890.11,0.8788697297,0.0005811376,TYMS
ENSG00000240583.6,0.8555980367,0.0005811376,AQP1
ENSG00000109814.7,0.4496818514,0.0005848518,UGDH
ENSG00000144278.10,1.156189515,0.00059022,GALNT13
ENSG00000065325.7,1.0275539698,0.0005995329,GLP2R
ENSG00000172819.12,-0.4836330844,0.0005995329,RARG
ENSG00000170385.9,0.7140426845,0.0006064854,SLC30A1
ENSG00000177103.9,-0.7350198653,0.0006108011,DSCAML1
ENSG00000182481.4,0.6919395636,0.0006221105,KPNA2
ENSG00000145934.11,0.8427155256,0.0006280232,TENM2
ENSG00000150764.9,0.6664967653,0.0006301852,DIXDC1
ENSG00000034239.6,-0.7482137675,0.0006310689,EFCAB1
ENSG00000081087.10,0.5296502579,0.0006310689,OSTM1
ENSG00000197045.8,0.5827581245,0.0006409928,GMFB
ENSG00000037042.8,-0.5450082495,0.0006427415,TUBG2
ENSG00000154734.9,0.8240890579,0.0006431672,ADAMTS1
ENSG00000244731.3,-0.71572532,0.0006458156,C4A
ENSG00000188859.5,-1.1217673659,0.0006526237,FAM78B
ENSG00000206560.6,0.4405535077,0.0006643945,ANKRD28
ENSG00000179981.9,-0.5031209944,0.0006698068,TSHZ1
ENSG00000131480.4,0.8673155358,0.0006856071,AOC2
ENSG00000112276.9,0.908933711,0.00068651,BVES
ENSG00000123892.7,0.9285523135,0.0006923463,RAB38
ENSG00000108091.10,0.4893374567,0.00069401,CCDC6
ENSG00000167077.8,-0.6651261694,0.0007050637,MEI1
ENSG00000088320.3,-0.6656797954,0.000712997,REM1
ENSG00000116815.11,0.6909258633,0.0007247747,CD58
ENSG00000113739.6,-0.7480774641,0.0007256422,STC2
ENSG00000196576.10,-0.3943447445,0.0007300451,PLXNB2
ENSG00000073150.9,-1.1020058568,0.0007339688,PANX2
ENSG00000165390.11,1.2425019906,0.0007394377,ANXA8
ENSG00000198189.6,0.8777168362,0.0007410138,HSD17B11
ENSG00000085491.11,0.4248583108,0.0007448761,SLC25A24
ENSG00000079482.11,-0.716637096,0.000747181,OPHN1
ENSG00000100031.14,-0.9511464867,0.0007483349,GGT1
ENSG00000222041.5,0.7953615632,0.0007483349,LINC00152
ENSG00000148700.9,0.4927743925,0.0007483349,ADD3
ENSG00000203993.3,-0.6205003696,0.0007506882,C9orf37
ENSG00000148773.8,0.9774268042,0.0007613783,MKI67
ENSG00000109705.7,-0.6802323538,0.000769169,NKX3-2
ENSG00000077157.15,-0.6371998051,0.000769169,PPP1R12B
ENSG00000129038.11,0.8320006789,0.0007776511,LOXL1
ENSG00000078549.10,-1.1336053169,0.0007893362,ADCYAP1R1
ENSG00000125744.7,0.9405183462,0.0007930397,RTN2
ENSG00000099326.4,-0.647245019,0.0007930397,MZF1
ENSG00000168615.7,0.687478792,0.00079404,ADAM9
ENSG00000185052.7,1.0352706196,0.0007949093,SLC24A3
ENSG00000072401.9,0.7265961041,0.0007960766,UBE2D1
ENSG00000179295.11,0.4031443412,0.0007977401,PTPN11
ENSG00000164742.10,-0.9844586572,0.0007998955,ADCY1
ENSG00000106105.9,0.3607150167,0.0008062783,GARS
